0,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
0,0,0,0,0,0,2,false,0.0,0.0,0.0,0.0
449,449,160,160,3,0,2,true,7117.8477,7117.8477,8233.698,8233.698
450,899,132,292,3,1,1,true,7601.9287,8200.1,14658.632,12106.058
444,1343,150,442,0,2,0,false,5353.8125,8544.92,5921.714,12461.52
99,1442,33,475,0,1,1,false,2304.037,8593.053,3238.9128,12528.083
0,1442,0,475,0,0,2,false,0.0,8593.053,0.0,12528.083
