20;95;5120;4833;7;56;1691;1657;1;0;2;false;2470.2769;1693.2799;3571.4316;1782.8833
132;71;5252;4904;41;35;1732;1692;3;1;1;true;3010.9714;1720.5371;4267.944;1818.8595
130;91;5382;4996;45;35;1777;1727;0;2;0;false;2310.7563;1732.897;4000.8713;1859.0717
31;58;5413;5054;16;28;1793;1755;3;1;1;true;2256.8315;1740.7642;5135.8794;1896.6765
99;40;5512;5094;23;7;1816;1762;2;2;0;false;3115.1428;1746.2241;8312.212;1947.0903
150;79;5662;5173;45;17;1861;1779;0;1;1;false;2165.0225;1749.7197;8232.532;2039.0309
7;101;5669;5274;2;24;1863;1804;0;0;2;false;2155.2246;1754.7139;7480.4165;2110.7922
58;147;5727;5422;26;7;1889;1812;0;2;0;false;3595.2856;1763.3782;10370.687;2402.7324
115;155;5842;5577;40;34;1929;1846;2;0;2;false;6023.4707;1841.8414;8138.001;2561.9497
45;145;5887;5722;15;48;1944;1894;2;0;2;false;3285.261;1876.9352;5594.4307;2637.3945
167;89;6054;5811;58;43;2002;1937;0;2;0;false;2604.9563;1894.0615;3085.5715;2643.6655
81;62;6135;5873;25;47;2027;1984;3;0;2;true;1877.4894;1893.669;2288.4844;2639.915
108;91;6243;5964;43;40;2070;2024;2;0;2;false;2826.3354;1912.1304;3551.2627;2653.9028
62;64;6305;6028;21;40;2091;2064;0;2;0;false;1579.154;1905.9371;2611.0972;2653.5593
162;88;6467;6116;58;21;2149;2085;0;2;0;false;2796.476;1914.9066;5270.194;2691.2087
469;435;6936;6551;138;142;2287;2227;3;0;2;true;2360.6057;1945.996;5967.984;2913.088
20;37;6956;6603;8;7;2295;2233;1;0;2;false;8561.857;1960.4711;10300.606;2950.1155
103;196;7059;6799;29;30;2324;2262;2;2;0;false;4374.9175;1995.4326;9049.933;3160.5383
179;33;7238;6832;45;33;2369;2295;2;2;0;false;2993.605;2027.7874;4248.453;3165.7837
119;468;7357;7300;37;93;2406;2388;3;2;0;true;5244.08;2154.33;9122.586;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
0;0;7357;7300;0;0;2406;2388;1;0;2;false;0.0;2154.33;0.0;3557.6296
