Number of requests arrived in interval;Number of requests completed in interval;Number of requests arrived in total;Number of requests completed in total;Number of High criticality requests arrived in interval;Number of High criticality reuests completed in interval;Number of High criticality requests arrived in total;Number of High criticality reuests completed in total;Number of active cores in interval;Number of overloaded cores in interval;Number of sensors pushing data;Number of sensors we pull data;Overloaded system;Average High Criticality requests service time in interval;Average High Criticality requests service time in total;Average request service time in interval;Average request service time in total;numberOfRequestsCompletedWithCacheInInterval;numberOfRequestsCompletedWithCacheInTotal
43;76;1923;1860;2;0;27;25;3;1;2;0;false;0.0;651.0799;1022.9079;517.53217;49;951
50;74;1973;1934;0;0;27;25;3;1;2;0;false;0.0;651.0799;699.79736;524.5062;56;1007
100;57;2075;1991;1;2;28;27;3;1;2;0;false;1313.5;700.148;633.9298;527.6394;21;1028
52;52;2127;2043;1;0;29;27;3;1;2;0;false;0.0;700.148;600.09607;529.4836;34;1062
102;85;2229;2128;1;2;30;29;3;1;2;0;false;820.0;708.41364;783.5294;539.63116;51;1113
82;63;2311;2191;1;2;31;31;3;1;2;0;false;665.5;705.645;738.44446;545.3476;20;1133
47;80;2358;2271;2;0;33;31;4;2;2;0;false;0.0;705.645;1321.8748;572.7022;38;1171
83;28;2441;2299;2;3;35;34;4;1;2;0;false;636.3333;699.5293;880.1429;576.4468;3;1174
97;78;2538;2377;2;1;37;35;4;1;2;0;false;837.0;703.45703;1618.141;610.62933;31;1205
89;32;2627;2409;0;2;37;37;4;1;2;0;false;1045.0;721.9188;1160.3438;617.9315;6;1211
95;134;2722;2544;3;0;40;37;4;3;2;0;true;0.0;721.9188;2931.8723;739.747;96;1307
152;74;2874;2618;1;1;41;38;4;3;2;0;true;3408.0;792.60516;3797.8918;826.1881;50;1357
106;69;2980;2687;0;0;41;38;4;3;2;0;true;0.0;792.60516;3660.8262;898.9794;24;1381
65;71;3045;2758;0;2;41;40;4;3;2;0;true;3041.0;905.0249;2936.493;951.43164;10;1391
154;92;3199;2850;2;1;43;41;4;3;2;0;true;3591.0;970.5365;4389.5967;1062.4178;40;1431
138;66;3337;2916;2;0;45;41;4;3;2;0;true;0.0;970.5365;6223.5605;1179.2347;37;1468
62;47;3399;2964;1;1;46;42;4;3;2;0;true;5156.0;1070.1904;7569.1914;1282.5873;43;1511
54;33;3453;2997;1;1;47;43;4;3;2;0;true;3559.0;1128.0698;5274.1514;1326.5385;1;1512
49;32;3503;3029;0;1;47;44;4;3;2;0;true;2292.0;1154.5228;4072.5002;1355.5483;1;1513
362;144;3865;3173;9;3;56;47;4;3;2;0;true;2600.3333;1246.8086;5349.25;1536.7941;23;1536
120;51;3985;3224;4;2;60;49;4;3;2;0;true;3593.0;1342.5715;11822.471;1699.5017;38;1574
98;50;4083;3274;0;4;60;53;4;3;2;0;true;4743.25;1599.2266;9762.761;1822.6425;22;1596
65;29;4148;3303;3;0;63;53;4;3;2;0;true;0.0;1599.2266;6828.931;1866.5972;0;1596
109;69;4257;3372;1;7;64;60;4;3;2;0;true;3744.7144;1849.5334;5770.956;1946.4906;7;1603
62;23;4319;3395;1;0;65;60;4;3;2;0;true;0.0;1849.5334;6205.609;1975.3447;0;1603
109;90;4428;3485;0;4;65;64;4;3;2;0;true;2837.5;1911.2814;5882.6;2076.25;4;1607
43;34;4471;3519;0;1;65;65;4;3;2;0;true;2682.0;1923.1385;6302.3237;2117.0813;1;1608
98;63;4569;3582;1;0;66;65;4;3;2;0;true;0.0;1923.1385;6612.8413;2196.1533;0;1608
69;64;4639;3646;2;0;68;65;4;3;2;0;true;0.0;1923.1385;6368.3125;2269.389;0;1608
2;46;4641;3692;0;0;68;65;4;3;2;0;true;0.0;1923.1385;6230.587;2318.743;0;1608
90;13;4731;3705;2;1;70;66;4;3;2;0;true;2360.0;1929.7577;4446.231;2326.2078;1;1609
4;85;4735;3790;0;2;70;68;4;3;2;0;true;1966.0;1930.8235;5703.036;2401.9414;8;1617
2;92;4737;3882;0;1;70;69;4;2;2;0;false;3045.0;1946.9711;10159.479;2585.7883;25;1642
3;64;4740;3946;0;1;70;70;4;2;2;0;false;3844.0;1974.0714;14494.766;2778.9395;27;1669
76;59;4816;4005;3;0;73;70;4;1;2;0;false;0.0;1974.0714;27356.984;3141.013;56;1725
70;30;4886;4035;1;0;74;70;4;3;2;0;true;0.0;1974.0714;1517.5887;3128.948;0;1725
100;30;4986;4065;2;6;76;76;4;3;2;0;true;1634.8334;1947.2894;1746.1333;3118.7427;6;1731
9;21;4995;4086;0;0;76;76;4;3;2;0;true;0.0;1947.2894;1305.6666;3109.4243;0;1731
84;47;5080;4133;0;0;76;76;4;3;2;0;true;0.0;1947.2894;1284.2343;3088.6685;0;1731
30;0;5111;4133;0;0;76;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
23;0;5134;4133;1;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
9;0;5143;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
7;0;5150;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
6;0;5156;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
3;0;5159;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
3;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
0;0;5162;4133;0;0;77;76;4;3;2;0;true;0.0;1947.2894;0.0;3088.6685;0;1731
