Number of requests arrived in interval;Number of requests completed in interval;Number of requests arrived in total;Number of requests completed in total;Number of High criticality requests arrived in interval;Number of High criticality reuests completed in interval;Number of High criticality requests arrived in total;Number of High criticality reuests completed in total;Number of active cores in interval;Number of overloaded cores in interval;Number of sensors pushing data;Number of sensors we pull data;Overloaded system;Average High Criticality requests service time in interval;Average High Criticality requests service time in total;Average request service time in interval;Average request service time in total;numberOfRequestsCompletedWithCacheInInterval;numberOfRequestsCompletedWithCacheInTotal
5;56;1983;1636;0;0;28;26;3;0;2;0;false;0.0;775.9231;4908.8394;1024.394;29;731
2;93;1985;1729;0;1;28;27;3;0;2;0;false;1517.0;803.37036;6548.031;1321.5015;83;814
133;34;2118;1763;1;0;29;27;3;0;2;0;false;0.0;803.37036;5109.176;1394.548;25;839
31;50;2149;1813;0;1;29;28;3;0;2;0;false;3766.0;909.1786;3769.1;1460.0348;26;865
0;2;2149;1815;0;0;29;28;3;0;2;0;false;0.0;909.1786;6979.5;1466.1168;2;867
0;14;2149;1829;0;0;29;28;3;0;2;0;false;0.0;909.1786;5250.7856;1495.0864;12;879
11;79;2160;1908;1;0;30;28;3;0;2;0;false;0.0;909.1786;5314.633;1653.2333;63;942
15;29;2175;1937;0;0;30;28;4;2;2;0;false;0.0;909.1786;6807.6895;1730.4037;26;968
70;138;2245;2075;0;1;30;29;4;0;2;0;false;7444.0;1134.5172;6230.9346;2029.7162;119;1087
143;68;2388;2143;2;1;32;30;4;0;2;0;false;7449.0;1345.0;4055.1619;2093.986;39;1126
273;23;2661;2166;3;0;35;30;4;0;2;0;false;0.0;1345.0;4568.913;2120.2664;19;1145
294;0;2960;2166;1;0;36;30;4;0;2;0;false;0.0;1345.0;0.0;2120.2664;0;1145
280;0;3240;2166;5;0;41;30;4;0;2;0;false;0.0;1345.0;0.0;2120.2664;0;1145
232;7;3472;2173;3;0;44;30;4;0;2;0;false;0.0;1345.0;5375.857;2130.754;3;1148
98;23;3570;2196;1;0;45;30;4;3;2;0;true;0.0;1345.0;5796.3477;2169.146;6;1154
254;20;3824;2216;5;1;50;31;4;3;2;0;true;6974.0;1526.5807;6842.0;2211.3198;4;1158
80;13;3904;2229;0;1;50;32;4;3;2;0;true;7349.0;1708.5312;7679.0;2243.2085;2;1160
49;39;3953;2268;0;7;50;39;4;3;2;0;true;6480.143;2564.9744;8088.0513;2343.7156;8;1168
112;17;4065;2285;1;2;51;41;4;3;2;0;true;6362.5;2750.2195;9066.823;2393.7346;2;1170
151;44;4216;2329;0;3;51;44;4;3;2;0;true;7609.3335;3081.5227;10391.136;2544.8245;3;1173
38;38;4254;2367;0;6;51;50;4;3;2;0;true;6342.0;3472.78;10700.579;2675.7578;6;1179
79;35;4333;2402;0;0;51;50;4;3;2;0;true;0.0;3472.78;12133.172;2813.5635;0;1179
24;37;4357;2439;0;0;51;50;4;3;2;0;true;0.0;3472.78;13044.703;2968.7717;0;1179
6;96;4363;2535;0;1;51;51;3;0;2;0;false;4992.0;3502.5686;13109.886;3352.8142;1;1180
0;27;4363;2562;0;0;51;51;3;0;2;0;false;0.0;3502.5686;12864.148;3453.0508;0;1180
0;21;4363;2583;0;0;51;51;3;0;2;0;false;0.0;3502.5686;12997.714;3530.6497;0;1180
5;35;4368;2619;0;0;51;51;3;0;2;0;false;0.0;3502.5686;14293.886;3678.0894;0;1180
97;47;4465;2666;2;1;53;52;3;0;2;0;false;466.0;3444.173;13054.106;3843.383;1;1181
68;1;4533;2667;2;1;55;53;4;2;2;0;false;637.0;3391.2075;637.0;3842.1807;1;1182
67;0;4600;2667;1;0;56;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
61;0;4661;2667;1;0;57;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
62;0;4723;2667;0;0;57;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
57;0;4780;2667;2;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
24;0;4804;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
9;0;4813;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
9;0;4822;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
3;0;4825;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
3;0;4828;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
3;0;4831;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
0;0;4831;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
0;0;4831;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
0;0;4831;2667;0;0;59;53;4;3;2;0;true;0.0;3391.2075;0.0;3842.1807;0;1182
