Number of requests arrived in interval;Number of requests completed in interval;Number of requests arrived in total;Number of requests completed in total;Number of High criticality requests arrived in interval;Number of High criticality reuests completed in interval;Number of High criticality requests arrived in total;Number of High criticality reuests completed in total;Number of active cores in interval;Number of overloaded cores in interval;Number of sensors pushing data;Number of sensors we pull data;Overloaded system;Average High Criticality requests service time in interval;Average High Criticality requests service time in total;Average request service time in interval;Average request service time in total;numberOfRequestsCompletedWithCacheInInterval;numberOfRequestsCompletedWithCacheInTotal
66;62;1970;1874;1;0;33;32;4;1;2;0;false;0.0;637.8125;1359.4839;587.5146;33;974
89;45;2060;1919;3;0;36;32;2;1;2;0;false;0.0;637.8125;1405.0;606.6844;15;989
43;65;2103;1986;1;4;37;36;2;1;2;0;false;1020.25;680.30554;1430.2616;634.471;12;1001
60;77;2163;2064;1;1;38;37;2;1;2;0;false;1548.0;703.7568;1923.013;682.4721;58;1059
23;33;2186;2097;0;0;38;37;2;1;2;0;false;0.0;703.7568;1454.5454;694.6169;29;1088
64;56;2250;2154;3;0;41;37;2;1;2;0;false;0.0;703.7568;1428.1608;713.68774;42;1130
74;64;2324;2218;3;3;44;40;2;1;2;0;false;2163.0;813.19995;1514.9844;736.80896;30;1160
45;67;2369;2285;0;0;44;40;2;1;2;0;false;0.0;813.19995;1297.0597;753.2365;46;1206
35;49;2404;2334;0;0;44;40;2;1;2;0;false;0.0;813.19995;967.0;757.7243;19;1225
43;72;2447;2406;1;4;45;44;2;1;2;0;false;2651.75;980.3409;684.4305;755.5312;38;1263
28;54;2475;2460;0;1;45;45;2;1;2;0;false;821.0;976.8;493.92593;749.7885;33;1296
25;28;2500;2488;0;0;45;45;2;1;2;0;false;0.0;976.8;316.10712;744.908;18;1314
26;29;2526;2517;0;0;45;45;2;1;2;0;false;0.0;976.8;313.9655;739.9428;12;1326
18;15;2544;2532;0;0;45;45;2;1;2;0;false;0.0;976.8;310.73334;737.4;9;1335
18;18;2562;2550;0;0;45;45;2;1;2;0;false;0.0;976.8;309.5;734.3794;10;1345
16;17;2578;2567;0;0;45;45;2;1;2;0;false;0.0;976.8;318.3529;731.62427;6;1351
9;10;2587;2577;0;0;45;45;2;1;2;0;false;0.0;976.8;308.8;729.9836;5;1356
9;9;2596;2586;0;0;45;45;2;1;2;0;false;0.0;976.8;319.0;728.55334;3;1359
9;9;2605;2595;0;0;45;45;2;1;2;0;false;0.0;976.8;324.44446;727.1519;4;1363
3;6;2608;2601;0;0;45;45;2;1;2;0;false;0.0;976.8;310.0;726.18964;5;1368
3;3;2611;2604;0;0;45;45;2;1;2;0;false;0.0;976.8;305.0;725.7044;1;1369
6;2;2617;2606;1;1;46;46;2;1;2;0;false;305.0;962.1957;324.0;725.3961;2;1371
3;4;2620;2610;0;0;46;46;2;1;2;0;false;0.0;962.1957;312.75;724.76373;1;1372
3;3;2623;2613;0;0;46;46;2;1;2;0;false;0.0;962.1957;319.0;724.2979;1;1373
9;6;2632;2619;0;0;46;46;2;1;2;0;false;0.0;962.1957;305.66666;723.33887;3;1376
9;9;2641;2628;0;0;46;46;2;1;2;0;false;0.0;962.1957;308.77777;721.91925;5;1381
9;9;2650;2637;0;0;46;46;2;1;2;0;false;0.0;962.1957;307.0;720.5031;6;1387
18;15;2668;2652;0;0;46;46;2;1;2;0;false;0.0;962.1957;310.2;718.18243;10;1397
18;18;2686;2670;0;0;46;46;2;1;2;0;false;0.0;962.1957;316.83334;715.4767;10;1407
14;18;2700;2688;0;0;46;46;2;1;2;0;false;0.0;962.1957;313.05554;712.7818;9;1416
27;26;2727;2714;0;0;46;46;2;1;2;0;false;0.0;962.1957;326.92307;709.0852;10;1426
27;25;2754;2739;1;0;47;46;2;1;2;0;false;0.0;962.1957;324.76;705.57733;16;1442
29;25;2783;2764;2;3;49;49;2;1;2;0;false;313.0;922.449;318.44;702.07587;12;1454
38;37;2821;2801;1;0;50;49;2;1;2;0;false;0.0;922.449;321.48648;697.0483;17;1471
33;35;2854;2836;0;1;50;50;2;1;2;0;false;320.0;910.4;325.05713;692.45734;16;1487
35;33;2889;2869;0;0;50;50;2;1;2;0;false;0.0;910.4;319.78787;688.1709;8;1495
49;44;2938;2913;2;2;52;52;2;1;2;0;false;341.0;888.5;332.11365;682.79266;30;1525
42;44;2980;2958;0;0;52;52;2;1;2;0;false;0.0;888.5;332.63635;677.4671;23;1549
40;40;3020;2998;2;1;54;53;2;1;2;0;false;317.0;877.717;326.375;672.7827;15;1564
59;51;3079;3049;1;2;55;55;2;1;2;0;false;312.5;857.16364;347.23538;667.33734;36;1600
50;56;3129;3105;1;1;56;56;2;1;2;0;false;321.0;847.5893;351.75;661.64575;22;1622
50;46;3179;3151;0;0;56;56;2;1;2;0;false;0.0;847.5893;334.71738;656.873;19;1641
71;25;3250;3177;0;0;56;56;2;1;2;0;false;0.0;847.5893;337.72;654.2653;14;1655
56;0;3306;3177;0;0;56;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
66;0;3372;3177;2;0;58;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
85;0;3457;3177;1;0;59;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
69;0;3526;3177;1;0;60;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
81;0;3607;3177;2;0;62;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
96;0;3703;3177;2;0;64;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
88;0;3791;3177;2;0;66;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
92;0;3883;3177;1;0;67;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
115;0;3998;3177;2;0;69;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
96;0;4094;3177;2;0;71;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
91;0;4185;3177;1;0;72;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
135;0;4320;3177;3;0;75;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
102;0;4423;3177;0;0;75;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
103;0;4526;3177;0;0;75;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
124;0;4650;3177;2;0;77;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
113;0;4763;3177;0;0;77;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
82;0;4845;3177;3;0;80;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
132;0;4977;3177;1;0;81;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
128;0;5105;3177;1;0;82;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
71;0;5177;3177;0;0;82;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
91;0;5268;3177;0;0;82;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
89;0;5357;3177;0;0;82;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
107;0;5464;3177;2;0;84;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
81;0;5545;3177;1;0;85;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
114;0;5659;3177;4;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
115;0;5774;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
67;0;5841;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
29;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
0;0;5870;3177;0;0;89;56;2;1;2;0;false;0.0;847.5893;0.0;654.2653;0;1655
