0;0;0;0;0;0;0;0;2;0;0;0;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
19;2;19;2;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0
28;24;47;26;0;0;0;0;2;0;0;2;false;0.0;0.0;1216.9584;1185.705
26;26;73;52;0;0;0;0;2;0;0;2;false;0.0;0.0;1006.5;1096.1025
26;16;99;68;0;0;0;0;2;0;0;2;false;0.0;0.0;927.6875;1056.4755
25;23;124;91;0;0;0;0;2;0;0;2;false;0.0;0.0;858.0;1006.3113
28;16;152;107;0;0;0;0;2;0;0;2;false;0.0;0.0;1040.1875;1011.3769
28;18;180;125;0;0;0;0;2;0;0;2;false;0.0;0.0;1011.8333;1011.4426
24;20;204;145;0;0;0;0;2;0;0;2;false;0.0;0.0;897.7381;995.54645
26;20;230;165;0;0;0;0;2;0;0;2;false;0.0;0.0;949.85;990.0075
28;17;258;182;0;0;0;0;2;0;0;2;false;0.0;0.0;997.82355;990.73755
58;29;316;211;0;0;0;0;2;0;0;2;false;0.0;0.0;807.5172;965.5556
86;54;402;265;0;0;0;0;2;0;0;2;false;0.0;0.0;980.3102;968.5401
76;60;478;325;0;0;0;0;2;0;0;2;false;0.0;0.0;882.63336;952.68036
73;50;551;375;0;0;0;0;2;0;0;2;false;0.0;0.0;952.24;952.62164
78;62;629;437;0;0;0;0;2;0;0;2;false;0.0;0.0;914.2695;947.1955
78;63;707;500;0;0;0;0;2;0;0;2;false;0.0;0.0;905.179;941.8767
83;65;790;565;0;0;0;0;2;0;0;2;false;0.0;0.0;851.3054;931.46704
86;61;876;626;0;0;0;0;2;0;0;2;false;0.0;0.0;867.1475;925.19946
70;60;946;686;0;0;0;0;3;1;0;2;false;0.0;0.0;968.9123;929.01215
79;50;1025;736;0;0;0;0;3;0;0;2;false;0.0;0.0;974.3833;931.9945
89;18;1114;754;0;0;0;0;4;2;0;2;false;0.0;0.0;1238.0555;939.30096
