Number of requests arrived in interval;Number of requests completed in interval;Number of requests arrived in total;Number of requests completed in total;Number of High criticality requests arrived in interval;Number of High criticality reuests completed in interval;Number of High criticality requests arrived in total;Number of High criticality reuests completed in total;Number of active cores in interval;Number of overloaded cores in interval;Number of sensors pushing data;Number of sensors we pull data;Overloaded system;Average High Criticality requests service time in interval;Average High Criticality requests service time in total;Average request service time in interval;Average request service time in total;numberOfRequestsCompletedWithCacheInInterval;numberOfRequestsCompletedWithCacheInTotal
82;71;720;684;3;3;12;11;2;0;2;0;false;384.66666;512.1818;433.26764;369.01602;106;976
92;75;812;759;0;1;12;12;2;0;2;0;false;479.0;509.41666;441.66666;376.19492;114;1090
44;64;856;823;1;0;13;12;2;0;2;0;false;0.0;509.41666;452.73438;382.14694;141;1231
112;63;968;886;1;2;14;14;2;0;2;0;false;545.5;514.5714;565.6984;395.19858;150;1381
125;79;1093;965;3;1;17;15;2;0;2;0;false;377.0;505.4;745.29114;423.859;112;1493
74;92;1167;1057;2;2;19;17;2;0;2;0;false;697.5;528.0;1067.3804;479.87033;146;1639
43;63;1210;1120;0;1;19;18;2;0;2;0;false;1010.0;554.7778;1489.0793;536.63837;155;1794
132;51;1342;1171;2;1;21;19;3;1;2;0;false;970.0;576.6316;1505.4706;578.8335;127;1921
72;51;1414;1222;1;1;22;20;3;1;2;0;false;1321.0;613.85;1391.51;612.75073;119;2040
123;92;1537;1314;4;1;26;21;4;2;2;0;false;1910.0;675.5714;1651.0217;685.44556;88;2128
119;39;1656;1353;1;0;27;21;4;3;2;0;true;0.0;675.5714;2870.3848;748.426;114;2242
103;37;1759;1390;2;1;29;22;4;2;2;0;false;3544.0;805.9545;3404.2703;819.1212;103;2345
119;63;1878;1453;2;2;31;24;4;3;2;0;true;3806.0;1055.9584;3681.1587;943.2151;74;2419
39;25;1917;1478;3;1;34;25;4;3;2;0;true;1944.0;1091.48;3138.88;980.3542;142;2561
198;90;2115;1568;4;4;38;29;4;3;2;0;true;3404.5;1410.5172;4105.6777;1159.7415;186;2747
58;52;2173;1620;0;4;38;33;4;3;2;0;true;3451.25;1657.8788;4751.9233;1275.0463;121;2868
143;23;2316;1643;1;0;39;33;4;2;2;0;false;0.0;1657.8788;6195.304;1343.924;169;3037
193;110;2509;1753;0;5;39;38;4;3;2;0;true;3468.507;1897.6052;5712.4546;1618.0474;196;3233
16;36;2525;1789;1;1;40;39;4;3;2;0;true;2345.0;1909.0769;5043.9165;1686.9861;12;3245
102;44;2627;1833;4;0;44;39;4;3;2;0;true;0.0;1909.0769;10403.566;1896.222;81;3326
75;40;2702;1873;3;0;47;39;4;3;2;0;true;0.0;1909.0769;7966.05;2025.85;82;3408
56;52;2758;1925;1;3;48;42;4;1;2;0;false;2624.0;1960.1428;9256.634;2221.1746;82;3490
58;58;2816;1983;0;5;48;47;4;3;2;0;true;2642.8;2032.766;7209.259;2367.069;104;3594
41;40;2857;2023;0;1;48;48;4;3;2;0;true;2950.0;2051.875;9340.25;2504.947;158;3752
10;36;2867;2059;0;0;48;48;4;3;2;0;true;0.0;2051.875;13363.139;2694.7942;116;3868
69;105;2936;2164;0;0;48;48;4;3;2;0;true;0.0;2051.875;11243.563;3109.5908;137;4005
62;78;2998;2242;2;0;50;48;4;3;2;0;true;0.0;2051.875;13651.718;3476.3545;103;4108
9;11;3007;2253;0;0;50;48;4;2;2;0;false;0.0;2051.875;15896.75;3542.479;26;4134
9;119;3016;2373;0;0;50;48;4;3;2;0;true;0.0;2051.875;15859.437;4160.143;53;4187
9;101;3025;2490;0;2;50;50;2;1;2;0;false;4101.0;2133.84;14409.901;4668.9316;27;4216
0;1;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;16811.0;4673.806;16;4232
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;4;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
0;0;3025;2491;0;0;50;50;2;1;2;0;false;0.0;2133.84;0.0;4673.806;0;4236
