Number of requests arrived in interval;Number of requests completed in interval;Number of requests arrived in total;Number of requests completed in total;Number of High criticality requests arrived in interval;Number of High criticality reuests completed in interval;Number of High criticality requests arrived in total;Number of High criticality reuests completed in total;Number of active cores in interval;Number of overloaded cores in interval;Number of sensors pushing data;Number of sensors we pull data;Overloaded system;Average High Criticality requests service time in interval;Average High Criticality requests service time in total;Average request service time in interval;Average request service time in total;numberOfRequestsCompletedWithCacheInInterval;numberOfRequestsCompletedWithCacheInTotal
0;0;0;0;0;0;0;0;2;0;0;0;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;0;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
0;0;0;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
3;0;3;0;0;0;0;0;2;0;0;2;false;0.0;0.0;0.0;0.0;0;0
3;4;6;4;0;0;0;0;2;0;0;2;false;0.0;0.0;549.25;549.25;3;3
3;4;9;8;0;0;0;0;2;0;0;2;false;0.0;0.0;537.5;543.375;3;6
6;3;15;11;0;0;0;0;2;0;0;2;false;0.0;0.0;312.0;480.27274;3;9
6;7;21;18;0;0;0;0;2;0;0;2;false;0.0;0.0;692.8571;562.94446;4;13
9;6;30;24;1;0;1;0;2;0;0;2;false;0.0;0.0;608.6667;574.375;6;19
8;10;38;34;0;1;1;1;2;0;0;2;false;1218.0;1218.0;496.5;551.4705;6;25
8;6;46;40;0;0;1;1;2;0;1;1;false;0.0;1218.0;455.5;537.0749;7;32
11;10;57;50;0;0;1;1;2;0;1;1;false;0.0;1218.0;584.5;546.5598;11;43
12;15;69;65;0;0;1;1;2;0;1;1;false;0.0;1218.0;311.93332;492.41522;10;53
11;7;80;72;0;0;1;1;2;0;1;1;false;0.0;1218.0;306.42856;474.33322;9;62
15;12;95;84;0;0;1;1;2;0;1;1;false;0.0;1218.0;533.9167;482.84515;14;76
12;19;107;103;0;0;1;1;2;0;1;1;false;0.0;1218.0;401.89474;467.91254;13;89
14;12;121;115;0;0;1;1;2;0;1;1;false;0.0;1218.0;311.33334;451.57385;12;101
16;12;137;127;0;0;1;1;2;0;1;1;false;0.0;1218.0;313.0;438.48026;14;115
16;20;153;147;0;0;1;1;2;0;1;1;false;0.0;1218.0;445.45;439.42853;16;131
14;15;167;162;1;1;2;2;2;0;1;1;false;304.0;761.0;367.46667;432.76544;21;152
21;17;188;179;0;0;2;2;2;0;1;1;false;0.0;761.0;313.47058;421.43576;29;181
18;20;206;199;0;0;2;2;2;0;1;1;false;0.0;761.0;401.99997;419.48242;28;209
17;18;223;217;0;0;2;2;2;0;1;1;false;0.0;761.0;309.72223;410.37787;26;235
20;17;243;234;0;0;2;2;2;0;1;1;false;0.0;761.0;308.2353;402.95728;29;264
18;18;261;252;2;1;4;3;2;0;1;1;false;308.0;610.0;414.8889;403.8095;27;291
18;19;279;271;0;0;4;3;2;0;1;1;false;0.0;610.0;407.0;404.0332;26;317
22;22;301;293;0;1;4;4;2;0;2;0;false;1217.0;761.75;399.18182;403.66898;32;349
